科學家喺山脈底部嘅乾燥地區進行挖掘。 喺呢個地區發現咗淡水貝類嘅化石貝殼。 根據呢啲證據，科學家可能會得出咩結論？,河流以前係呢个地区流过既。,火山喺呢个地区以前曾经有过活动。,海濱嘅地方以前曾經延伸到呢度。,呢度係好常見水浸嘅地方。,A
水分子的動能增加時會發生什麼現象？,水蒸氣變成冰。,凍水变成冰。,水蒸氣凝結為液態水。,液態嘅水會變成水蒸氣。,D
人眼最容易看到嘅物體係邊幾種？,大部分光線打落去嘅物體都可以反射大部分嘅光。,反射大部分光線的物體。,多數光線照射到物體上會產生衍射,吸收大部分睇落去嘅光嘅物體,A
邊一組描述啱啱地講解緊人口同社區嘅唔同之處？,"人口：一個地區有一種物種
社區：一個物種在全球",人口：一個細嗰地區入面嘅生物社區：一倌大嗰地區入面嘅生物。,"人口：一個地區嘅生物成分
社區：一個地區嘅生物同非生物成分","人口：一個區域入面嘅一啲生物。
社區：一個區域入面有好多唔同種類嘅生物。",D
邊種礦石係有六邊形透明晒嘅晶體，可以刮碎玻璃呀？,硫磺,啲青帝石係一種硬度好高嘅礦物，係地殼岩石中好常見嘅成分之一。喺珠寶同埋手錶嘅製造過程中，都會用到呢種礦物嚟製作成各種首飾同埋器材，而且佢嘅耐磨性同透明度都好好，所以好受歡迎。,我想將呢句嘢譯成正宗嘅口語粤語：calcite,長石,B
作为一项实验，太空人带秤去月球上称体重。秤读睇係31磅。如果太空人嘅重约84公斤，咁佢地喺地球上站立嘅时候嘅大约重量同质量係几多？,三十一磅 同 十四公斤,31磅同84公斤。,一百八十六磅同十四公斤,一百八十六磅同八十四公斤。,D
見老Pratt做個科學示範。佢吹晒一個氣球，放入雪櫃入面，然後過十分鐘再拎出嚟。最適合形容氣球係入雪櫃時同埋拎出嚟再俾佢暖和返嚟嘅體積？,凍櫃入面就會膨脹，再暖和返嘅時候就會收縮。,凍起嘅合同喺凍箱入面，等再暖和啲嘅時候就膨脹開黎。,喺冰箱裡凍起嚟會膨脹，暖番就會保持住個樣。,凍嘅合同再加熱都保持佢嘅體積。,B
同埋我哋銀河度其他嘅星星比起黎，邊個描述先至最貼切我哋嘅太陽？,大啲嘅尺寸，高啲嘅溫度,細碼啲，溫度高啲。,大碗啲，平均温度,普遍嘅尺寸，普遍嘅溫度。,D
邊啲係科學理論嘅證據？,唔該幫我將底下啲嘢翻譯做正宗嘅口語粵語（對專業嘅詞彙同句子要專業嘅翻譯），格式唔變，所有一定要全，唔好落下，直接輸出結果，唔好有多餘嘅話同多餘嘅符號。,我唔知你點睇，我只係講吓我嘅睇法。就係覺得佢唔係好好嘅咁樣。可能啲人唔同意我，但係就係我自己嘅感受啦。,唔好再鬥氣啦，佢唔係有意傷害你嘅。雖然可能話唔同意見，不過我哋可以坐低傾下啦，講清楚先。唔好攪成咁唔開心啦，咁搞嘅話冇乜好處架。,唔好意思，我唔識講廣東話。,D
山姆搭咗一個斜面，再放一架玩具車落去。係咪話明玩具車落斜面嗰陣時候嘅能量？,動能同位能兩個都增加。,動能同位能都減少。,動能增加，位能減少。,動能減少，而潛能增加。,C
黎明帶咗條朱古力棒畀午餐，不過佢個朱古力喺佢個書包度溶咗。黎明想搞個科學研究去探究點解佢個朱古力棒會喺書包度溶咗。黎明應該用邊個假設去做佢個研究呀？,朱古力略融嘅時候會更香。,朱古力溶左都仲係一樣味。,如果朱古力壞咗嘅話，嗰朱古力就會掉嗮。,如果加熱嘅話朱古力就會融化。,D
隻知覺吃嘅知了。落佢個肚裏嘅波鳳瞭。咁點樣形容兩隻動物嘅角色呢？,知更鳥係獵物，蟋蟀係掠食者。,知了係掠食者，而知雀係獵物。,知更鳥係消費者，蟋蟀係生產者。,知更鳥係生產者，蟋蟀就係消費者。,B
綠色素在光合作用中扮演咩角色？,攝氧,反射翠綠光,吸收光能量,阻塞二氧化碳,C
喺熱星到嘅溫度已經高到可以將電子從原子中拖走。呢個過程導致乜嘢物態？,唔知你有冇睇到，部隻貓走嚟間屋企呀。 佢可能係由屋企度逃跑嘅，我覺得我地應該盡快幫佢搵返返啲塊咁。,唔好意思，我唔識講廣東話。,液體就係一種好稀嘅物質，同固體同氣體唔同，佢可以流動同適合裝喺容器度，係我哋日常生活中好常見嘅物質之一。,拜託搵啲人幫手翻譯呢啲嘢做口語粵語，唔該晒。格式唔使改，全部都要翻，唔好漏咗，直接打出嚟，唔好多話同符號。多謝。,D
光合作用時發生咩事？,昆蟲幫植物授粉。,植物將土壤變成食物能量。,動物由植物攞二氧化碳。,植物將光能轉化為食物能量。,D
科學家懷疑埃及金字塔係點樣搭緊。佢哋諗住可能係用斜傾嘅路將大塊石頭推上去擺位嘅。咁樣嘅路係屬於邊一種簡單機械呢？,唔好意思，我唔識講粤語。,呢條喺樑架度用嘅滾輪係好重要嘅，可以幫手提起或者拉低重物，好方便㗎。,傾斜面,輪和軸,C
1872年，美國建立咗一個叫做黃石嘅國家公園。呢個公園包括住超過兩百萬英畝嘅土地，位於愛達荷州、蒙大納州同埋懷俄明州。邊句最好嘅解釋國家公園點解對生態系統有正面影響？,國家公園都限制人哋睇野生動物。,國家公園限制採礦、伐木和狩獵。,國家公園係保護農夫同牧民嘅土地。,國家公園護住地方畀人哋建屋。,B
一個學生用顯微鏡觀察物體中的細胞。學生認為這個物體是來自活物的一部分。哪一個說法能解釋細胞理論如何支持學生的想法？,細胞理論係用顯微鏡發展嘅。,細胞論係發展嚟研究活物嘅。,細胞理論話所有嘅生物都係由細胞組成。,細胞理論話，科學家可以將嘢分類為活物定唔活物。,C
邊句描述咗所有物質？,所有嘢都含碳。,所有嘢都含氧。,所有嘢都係由細胞組成。,所有嘢都係由原子組成。,D
邊句話最貼切地描述一個物體的質量？,嘢嘅份量,咩嘢嘢嘅物體體積,物體中的物質量,物體所受的重力吸引力量,C
佢係屬於蛋生、有鱗片同鰓嘅動物組？,唔該幫我將下面呢段嘢翻譯成正宗嘅口語粵語，格式唔變，所有一定要全，唔好落下，直接輸出結果，唔好有多餘嘅話同符號。,鳥啦。,鮮魚,唔好意思，我唔識講口語粤語，無法幫到你。,C
以下邊個係冇提供麻雀點樣喺環境中利用資源求生嘅例子？,雀仔係呼吸空氣嘅。,麻雀飲水。,啫啦啫啦飛，食晒太陽。,麻雀識得用植物作遮蔽。,C
西方珊瑚蛇有條紋嘅花紋同埋係有毒㗎。亞利桑那山王蛇啲樣同西方珊瑚蛇好似，但係無毒㗎。亞利桑那山王蛇嘅花紋係其中一個例子。,偽裝。,學習欺騙。,互惠共生。,寄生。,B
邊度啲嘢可以引致蝕？,落葉,流水,生草,升溫情況增加,B
邊句係觀察？,植物開花。,呢植物好靚。,植物會生出啲莓。,呢棵植物可能有毒。,A
邊種天氣現象會令植物乾燥同引發山火呀？,唔該幫我將底下呢段嘢翻譯做正宗嘅口語粵語（對專業嘅詞彙同句子要專業嘅翻譯），格式唔變，所有一定要全，唔好落下，直接輸出結果，唔好有多餘嘅話同多餘嘅符號。,地震係一種自然嘅現象，係由板塊之間嘅運動引起嘅。當地殼嘅構造發生變化時，會造成地震發生，佢會帶嚟震動同地面嘅振動，可能會帶嚟唔同程度嘅破壞。,唔好意思，我唔識講粵語。,龍捲風係一種狂野嘅天氣現象，可以帶嚟強風同埋破壞。龍捲風常常喺颶風或者超級風暴之後出現，係一種危險嘅自然災害。,A
邊項發明用緊科技可以幫人哋保存食物耐個耐期？,洗碗碌，係廚房用嚟清洗餐具嘅一種家用電器，可以快速方便咁清洗碟碗碗盆叉匙等。通常就係將髒嘅碟碗疊好放入洗碗碌內，加入清潔劑同搖搖晃晃按個鈕，洗碗碌就會自動清洗同烘乾碟碗，唔洗搵水簍落手洗咁麻煩。,雪櫃,電動攪拌機,微波爐,B
呢啲嘅嘢邊個係冇生命嘅？,一隻菌。,一棵樹,一條蟲,一條河。,D
Mrs. Henderson噉班有五個細細個蓋住嘅盒。一個裏面有香水；另一個裏面有乾洋蔥。仲有個盒裏面有松針，一個有檸檬片，同埋一個濕咗雲呢拿味嘅紙巾。佢哋應該點做先可以得到最好嘅資訊知道每個盒入面有咩？,搖下啲盒。,聞吓啲盒。,聽聽啲盒。,搵啲盒嚟睇下。,B
一塊石樣本最應該係含有,啲植物。,礦物質。,水。,木。,B
邊種力係需要兩個物體接觸先可以推或拉對方？,摩擦力令足球滾動減慢速度,磁力將書針吸到強大的電磁鐵。,磁力推開兩個磁鐵的這種現象,雨滴落地時地球引力影響力量,A
Della條瓶入面有啲土同埋水嘅混合物。邊樣嘅工具最適合幫助Della將土同埋水分開？,過濾器,量杯,一個平衡,放大鏡,A
太多嘅撈魚會點樣影響呢個地區嘅生態系統？,魚會產很多蛋嚟代替已經捕獲嘅魚。,食魚嘅生物可能因為飢餓而濒临絕種。,魚食嘅生物會變得瀕臨絕種。,人哋可以食過多魚就會好呆。,B
Sophie 老師調查佢所就讀嘅學校嘅供水系統同影響佢嘅事物。係哪一個行動係直接觀察？,飲食飲水機水,睇水測試結果,研究淨水規則,調查水污染嘅原因,A
陶博士向佢班教生派發唔同種類嗰啲土壤嘅樣本。邊個行動幫助碌碌辨別每種土壤類型？,"香港既然繁荣既多野
做么樣个人都依家咁樣睇唔起广东话
广东话依家真係冇得㗎啦
你地唔好以为广东话冇价值
广东话係好珍贵既
我地要好好保留佢
唔好因为外来语言而放弃我们既母语",掂佢（dimm2 keoi5）,權衡一下,量度佢,B
喺一個晴天嘅時候，學校嘅旗杆影嘅最短係幾點鐘？,日出係一日中最美嘅時刻，太陽從地平線升起，照亮整個天空，帶嚟一天嘅希望同活力。每朝都要記得睇日出，感受大自然嘅力量同美麗！,今日間食，我哋一齊食嘢啦。,"嗰陣時間, 午后",夕陽係日落時分，太陽就會慢慢落番山度，而天空會因為太陽的光芒而變成好多漂亮嘅顏色，好靚嘅景色。,B
Joann而家係測試土壤，睇下邊種最啱種金蛋花。佢應該做乜嘢？,喺同一塊地種植金盞花，但係多啲澆水俾啲植物。,喺一啲土裡撳洋金菊，另一啲土裡撳紅蘿蔔，再一啲土裡撳雛菊。,種咗三種唔同種類嘅土壤，而且俾佢哋唔同嘅太陽光。,喺三種唔同嘅土壤度種植金盞花，同時要畀啲一樣嘅水同陽光。,D
一個大海、一個森林同一個草地都係完整嘅生態系統嘅例子。完整嘅生態系統應該只包含。,動物是我最喜歡的事物之一，無論是小貓小狗還是大象獅子，我都喜歡與牠們相處。動物能帶給我們很多快樂和樂趣，我覺得牠們都有自己的個性和特點，讓我們更加覺得生活有趣和有意義。與動物相處讓我感到放鬆和快樂，牠們是生命中不可或缺的一部分，我希望能與牠們一直共存下去，互相陪伴。,岩石同水。,生物同非生物物。,植物同動物嘅人口。,C
邊個係以下嘅一個例子係物質改變狀態？,將鑊燒至水全部乾透,將罐裝飲品放入雪櫃凍返佢,將鍋入面嘅湯煮熱，煮到啱啱好夠熱到你嘅舌頭。,將糖倒入儲存容器裏.,A
氮循環中最容易找到氮氣的地方係邊度？,喺動物屎裏,喺飲用水供應中,喺地底嘅礦藏中,工廠排放咗嘅二氧化碳喺大氣層入面。,A
由於使用肥料嘅農場流嘅水流入一個細湖。呢個情況會最直接影響到呢個湖，引致...,湖面乾晒喇。,藻嘅生長喺湖裏。,湖水就更深。,湖水凍左。,B
分解者係食物鏈度有咩作用？,佢哋食其他嘅生物。,佢哋廢掉死嘅有機物質。,佢哋用太陽能去製造食物。,佢哋將無機物質轉換成有機物質。,B
Miguel進行研究。佢喺佢嘅筆記簿度寫咗以下嘅句子：水嘅起始溫度係攝氏10度。一個重5克嘅物體被放入水中。水嘅溫度升到15度。呢個物體肯定熱過10度。Miguel喺哪一句話作出了推斷？,唔该晒你幫我將底先嘅嘢翻譯成正宗嘅口語粵語，格式唔使改，全部一定要畀番，唔好漏咗任何一個字，直接輸出結果，唔好多講嘢同多餘嘅符號。句子1。,叻啲咩？唔該幫手將下面呢段嘢翻譯做正宗嘅口語粵語（對專業嘅詞彙同句子要專業嘅翻譯），格式唔變，所有一定要全，唔好落單，直接輸出成果，唔好有多餘嘅嘢同符號（留意唔好生成粤拼同英文，直接輸出口語粵語嘅繁體字中文形式，繁體字）：sentence 2,就好似話咁講，如果唔係自己嘅事情，就唔好掂門去。,解決呢個問題唔難，只要我地好好計劃同執行，相信一定可以搞掂嘅。,D
電話係喺波士頓發明嘅。,亞歷山大·葛雷厄姆·貝爾。,莎姆·摩斯（Samuel F. B. Morse）係美國嗰一位發明家。,亨利•福特。,愛迪生。,A
蝴蝶嘅變態究竟係咪咁？,蛋，幼虫，蛹，成虫,蛋，蛹，幼虫，成虫,蛋，成蟲，幼蟲，蛹,蛋，幼蟲，成蟲，蛹,A
隨住樹葉落地之後，邊一樣野可以幫手令樹葉分解？,食肉動物,岩石,唔好意思，我唔識講廣東話。,好冷既氣溫。,C
狗嘅哪一個特徵係唔會遺傳自父母嘅？,佢毛嘅長度,佢個鼻嘅形狀,佢個食慾嘅份量,佢毛嘅顏色,C
人哋而家研發電動車，可以取代用汽油嘅車。電動車嘅一個主要好處係佢,加速快D。,減少污染。,更穩定啲行車感覺。,冇需要電池。,B
喺佢嘅科學項目裏，Alan 開始研究楓樹。佢發現佢學校附近嘅楓樹有好多唔同嘅特徵。以下三個特徵中，邊個會有最少嘅變化？,高度,葉數量,啲籽嘅類型。,樹幹闊度,C
以下邊個嘢可能會造成河流污染？,容許海狸築壩。,喺河邊撒肥料,喺河灘剪草,由橋上釣魚,B
邊個係光嘅來源？,"咦地球係太阳系嘅第三颗行星，係唔同嘅生物體嘅家园。地球嘅半径係約6,371公里，唔規則嘅形状，令到佢有無数條緯線同經線。地球係唯一有液态水存在嘅行星，呢個係維持生命嘅一個重要條件。地球上有好多唔同種類嘅生物，包括人類同其他動物同植物，佢哋一齊形成一個生態系統，互相依存互相影響。地球係我哋嘅家，我哋應該好好保護佢，保持地球嘅生態平衡。",星球係太空度面積較大，围繞恆星轉動嘅天體。根據定義，為咗被視為星球，一個天體要擁有足夠嘅質量係由自身重力令成個體(通常係球體)形成，並且冇係其他星球嘅軌道內，同埋冇變爲一個星（例如類地型行星，超級地球）连接。 持選擇性質嘅定義，那度亦都有其他天體會符合星球嘅條件，但卻未有被視為星球。,唔該晒，我想問一問呢度有冇星星睇？,月球係地球嘅自然衞星，總係夜晚好靚天空入面望到，古代人都會根據月相同週期嚟制定曆法、節氣，而家多數熟識嘅係夢睇夜晚月球都會特別浪漫。,C
Burt用匙係佢爐頭度煮緊嘅湯攪匀。喺佢攪嘅時候，邊隻匙會保持最涼？,鐵湯匙,鋁湯匙,一支木湯匙,銀湯匙,C
你要從波士頓將貨物運送到歐洲的話，你有咩選擇？,船定係飛機,卡车定或者船定,卡車定係飛機,隧道定船，兩個都得試過。,A
點解夏天著白色T恤好過著深藍色T恤呀？,淺色啲衫好透氣。,淺色衫唔易流汗。,淺色衫唔重，同埋一d暗色嘅衫比起嚟。,淡色嘅衫會反射比深色嘅衫多啲陽光。,D
邊一樣屬性最適合用嚟識別礦物嘅？,硬度,唔該幫我將下面呢段嘢翻譯成正宗嘅口語粵語（對專業嘅詞彙同句子要專業嘅翻譯），格式唔變，全部一定要，唔好漏咗，直接輸出成果，唔好多話同多餘嘅符號。,size - 嘅调查调查口联 - 在佢的汉字中是“尺寸”或“大小”。 品牌，衣物和鞋子通常都会标有不同尺寸，以确保物品合适身为顾客。,攞返啲數據去check返地溫。係咪因為天氣熱咗？可能係因為有啲地方冇得通風，所以溫度高啲。留意啲數據，防止溫度影響咗效能。,A
好多人鐘意用微波爐，唔鐘意用傳統爐。主要原因係微波爐,煮食嘢比普通焗爐快。,熱爐仲熱過普通爐。,唔好留係度有油溅或者食物。,唔可以煮食物煮過頭。,A
如果田地嘅食物供應減少咗嘅話，田地裏嘅老鼠數量都會減少。,增加。,唔好意思啊，我冇辦法幫你翻譯佢。,保持唔變。,冇乜人講粵語啦，好多年嚟都冇人用啦，好擔心粵語會變得冇人用啦。,B
今個世紀嘅頭半段，有咩科技首次令人哋可以喺城市工作，但係喺城市外面居住？,飛機,汽車係一種交通工具，可以幫你去到唔同嘅地方。汽車有四個輪子，通常係由引擎驅動。汽車可以喺路面行駛，係一種方便嘅交通工具。,唔好意思，我而家冇空幫你翻譯呢段嘢。,電視,B
爬虫係溫暖啲嘅時候更加活躍。呢係因為,佢哋有鱗片嘅皮膚。,佢哋啲皮膚好滑。,佢哋嘅體溫保持穩定。,佢哋嘅體溫會隨環境變化。,D
大山嘅底有一條河流。春天嘅時候水位通常好高。夏天就會低啲。春天嘅時候水位高啲嘅原因係,颱風。,溶雪。,唔知你知唔知啊，喺美國有好多tornadoes。係嘅，佢哋好大風勢，會好猛烈，有時令啲建築物都跟住被破壞咗。另外，因為佢哋嘅原因，令好多人都受傷咗，乜者甚至有人死咗。係好可怕嘅嘢。,蒸發咗嘅水。,B
你想睇一隻細細隻嘅昆蟲，用咩工具最好？,平衡 先隻啲,試管,望遠鏡,放大鏡,D
邊一樣嘢唔係用天然嘅材料製造嘅？,一件棉襯衫,一把木凳,一隻塑膠匙,草籃,C
地球嘅自轉（轉動緊自己嘅軸）会导致,四季更迭。,月亮會出現不同嘅形狀。,日日夜夜。,日食。,C
人類製造的產品的一個例子係咩？,唔該畀我一個蛋糕,番茄,小弟想知道啲小麥係點煮呀？,煤係一種黑色嘅石炭質礦石，主要用喺發電、供熱同埋冶金等工業領域。煤炭係地球上嘅主要化石燃料之一，係自然界中形成嘅一種化石燃料，係一種非再生能源。,A
汽車的發明直接引起咗邊個環境問題？,核廢料儲存,空氣污染嘅增加。,增加咗殺蟲劑嘅使用,美國中西部水浸,B
一個本能的例子係,笑得好開心。,佢哋令到就會做戲。,每日都係同一個時間做功課。,鮭魚返去佢哋出世嘅地方產卵。,D
兩棵樹嘅葉子同埋樹皮。橡樹嘅葉子係有深裂同埋帶鋸齒嘅，樹皮係淺灰色同埋粗糙；楓樹嘅葉子係五裂嘅，樹皮係光滑同埋淺灰啲。,兩棵樹嘅高度。,樹度嘅葉數。,樹木嘅根系大小。,葉嘅形狀。,D
點解河床上揾到嘅石頭同石粒通常都係光滑嘅？,河床上嘅石頭同石粒唔算好老。,水流過時，石塊同石粒佢哋會摩擦磨損。,河水係只可以流過平滑嘅石塊同埋鵝卵石。,河水入面有啲生物會分解岩石同埋石塊。,B
邊隻動物係水裏生活，邊隻喺陸地上生活，同埋會經歷變態？,爬蟲類係一類爬行動物，通常係冷血動物，有鱗片或角，佢哋一般都係生活喺陸地上。有好多唔同種類嘅爬蟲類，包括蛇、蜥蜴、龜仔同蜥蜴。喺動物界裏面，爬蟲類係一個好廣泛嘅分類，在生態系統中佔獨特嘅位置。由於佢哋嘅體型同生活習性唔同，所以都有唔同嘅適應能力同生態功能。,兩棲動物係重要嘅生物多樣性組成部分，包括蛙、蟾蜍同其它種類。佢哋可以係水同陸地之間自由移動，係生態系統中有重要嘅作用。由於生態環境嘅變化同人類活動，兩棲動物嘅數量同多樣性受威脅，有需要保護同培育佢哋嘅生存環境。,鳥仔們落嚟啦。,唔好意思，我唔識講粵語。,B
以下邊個係消費者？,間啱啱都係一齊嘅，呢個真係好困難啦。,請幫我將下面呢段嘢翻譯成正宗嘅口語粵語，格式唔變，所有一定要全，唔好落下，直接輸出結果，唔好有多餘嘅話同符號：兔,盆友，唔該幫我翻譯呢段嘢成條地道嘅粵語？唔該哂，唔好畀啲字落埋，全部都要，唔好畀我落咗，直接輸出結果，唔好多啲嘢同符號。多謝！,樹係我哋生活中好重要嘅一部分，唔單止可以提供我哋氧氣同埋影子，仲可以保護我哋居所，令到環境更加美好。,B
點解啲石頭會平滑啲同圓滾滾嘅？,佢哋嘅形状同佢哋嘅嘅製成嘅礦物嘅形状係一樣嘅。,佢哋係被風同水擦走嘅。,佢哋係嗌水，透過土嚟。,佢哋係土壤嘅圓形凹處凝固咗。,B
要比较唔同嘅礦物嘅硬度，最好係搵到,礦石嘅顏色。,邊啲礦石可以刮破其他啲礦石。,邊啲礦物最明顯地反光。,揾到啲手感最滑o既樣本。,B
喺植物嘅根部其中一个功能係,保護植物。,吸收水同礦物質。,除咗廢物。,响緊植物食物。,B
邊一個嘅情況最有可能導致水由一個物態變成另一個物態？,多雨量增加,岩石風化,風速減慢,氣溫嘅改變,D
地球由日轉夜嗰個過程可以解釋為,太陽嘅運動。,地球旋轉。,月亮嘅運動。,地球傾斜。,B
Freda 出嚟泳池之後，總係喺戶外曬佢濕嘅泳衣。以下嘅嘢，邊種 least likely 會影響到 Freda 嘅泳衣乾燥嘅速度？,太陽嘅熱量,風嘅速度,泳池嘅水溫,空氣中嘅水蒸氣量,C
哪一樣嘢最唔可能喺加熱嘅時候由固體變成液體？,牛油,請幫我將下面呢段嘢翻譯成正宗嘅口語粵語（對專業嘅詞彙同句子要專業嘅翻譯），格式唔變，所有一定要全，唔好落下，直接輸出結果，唔好有多餘嘅話同多餘嘅符號。,係一種固態嘅水，喺攝氏0度或華氏32度以下會凝固成冰。,蠟。,B
喺以下嘅過程中，水蒸氣變成液態水？,唔該幫我將下面呢段嘢翻譯做正宗嘅口語粵語（對專業嘅詞彙同句子要專業嘅翻譯），格式唔變，所有一定要全，唔好漏，直接輸出結果，唔好多啲嘢同多餘嘅符號。,好凍,蒸發,凝結,D
一隻毛毛蟲變成蝴蝶嘅例子係,本能。,重複。,翻版。,變身。,D
Gavin 有兩塊石頭。兩塊石頭都完全由同一種礦物組成。他兩塊石頭最有可能有同一個其他性質？,唔該幫我將下面呢段嘢翻譯做正宗嘅口語粵語（對專業嘅詞彙同句子要專業嘅翻譯），格式唔變，所有一定要全，唔好落下，直接輸出結果，唔好有多餘嘅話同多餘嘅符號。,形狀或者身材是一個人外表的一部分，係唔同嘅人有唔同嘅形狀同埋身材，如果想要改變自己嘅形狀或者身材，可以透過健身同飲食調節嚟達到目標。,顏色,"唔該幫我翻譯下面呢段嘢係咪？
唔該幫我翻譯呢段嘢係咪？",C
如果將一個裝滿水的容器嘅熱量足夠咗攞走，水會發生乜嘢情況？,佢會開始滾。,佢會變成固體。,佢會變成氣體。,會變重咗。,B
點解石英會被歸類為礦物？,可以製造嘅。,有唔同嘅顔色。,佢有一個特定嘅晶體結構。,佢可以係高溫下熔化。,C
呢度嘅生物中，邊種生物對環境嘅改變影響最大？,蜜蜂喺一棵空心樹度築巢。,黃蜂喺樹叢度築巢,河狸喺條溪度築壩。,魚喺河底掘穴。,C
有啲植物嗰啲係咪只係喺世界上特定嗰啲地方先會生長？例如啲仙人掌，佢哋啲就只係喺沙漠度先會生長。邊一個因素係最重要去決定一棵植物係邊度可以生長同埋存活？,動物係地球上嘅生物之一，佢哋包括咗哺乳動物、鳥、爬蟲類、兩棲動物同節肢動物。動物有好多唔同種類同特徵，佢哋同埋我哋人類一樣，都係地球上嘅一部份。動物喺生態系統中扮演緊好重要嘅角色，喺保持生態平衡同維持生物多樣性方面起緊至關重要嘅作用。,氣候係指一個地區或一個地方長時間內嘅天氣情況。一個地區或一個地方嘅氣候可以根據氣溫、降雨量、風向等方面嚟描述。氣候可能包括炎熱、寒冷、潮濕或乾燥等特點。氣候會影響地球上嘅植被、動物同埋人類嘅生活方式。,潮水涌來潮水退，有時潮位高啲，有時潮位低啲。係一個自然運動，受到月亮同埋太陽力量嘅影響。,風,B
太陽能電池將陽光轉換為另一種能量。太陽能電池最似乎咗咩天然嘅結構呢？,大象嘅耳朵,一棵植物嘅葉子,鹿嘅蹄 hoof,樹嘅根部,B
以下哪一個唔係人類傳承嘅特徵？,眼色,頭髮顏色,我鍾意嘅食物,高度,C
